#PATH-POINTS-START Path 1
-8, 48, 88.589
-10, 48, 86.348
-12, 48, 84.048
-14, 48, 81.682
-16, 48, 79.246
-18, 48, 76.733
-20, 48, 74.135
-22, 48, 71.442
-24, 48, 68.644
-26, 48, 65.727
-28, 48, 62.674
-30, 48, 59.464
-32, 48, 56.071
-34, 48, 52.46
-36, 48, 48.58
-38, 48, 44.362
-40, 48, 39.699
-42, 48, 34.409
-44, 48, 28.142
-46, 48, 20
-48, 48, 0
-48, 48, 0
-68, 48, 0
endData
#PATH-POINTS-START Path 7.5
-48, 48, 30
-50, 48, 30
-52, 48, 30
-54, 48, 30
-56, 48, 30
-58, 48, 30
-60, 48, 30
-62, 48, 30
-64, 48, 30
-66, 48, 30
-68, 48, 30
-70, 48, 30
-72, 48, 30
-74, 48, 30
-76, 48, 28.199
-78, 48, 20
-80, 48, 0
-80, 48, 0
-100, 48, 0
endData
#PATH-POINTS-START Path 7.75
-60, 48, 20
-59, 48, 0
-59, 48, 0
-39, 48, 0
endData
#PATH-POINTS-START Path 8
-59, 48, 66.813
-57.649, 49.474, 62.897
-56.297, 50.949, 58.72
-54.946, 52.423, 54.222
-53.594, 53.897, 49.315
-52.243, 55.372, 43.863
-50.891, 56.846, 37.63
-49.54, 58.32, 30.133
-48.188, 59.794, 20
-48, 60, 0
-48, 60, 0
-34.486, 74.743, 0
endData
#PATH-POINTS-START Path 9
-48, 60, 30
-49.973, 60.329, 30
-51.946, 60.658, 30
-53.918, 60.986, 30
-55.891, 61.315, 30
-57.864, 61.644, 30
-59.837, 61.973, 20
-60, 62, 0
-60, 62, 0
-79.728, 65.288, 0
endData
#PATH-POINTS-START Path 10
-58, 62, 54.222
-56.039, 61.608, 49.315
-54.078, 61.216, 43.863
-52.117, 60.823, 37.63
-50.155, 60.431, 30.133
-48.194, 60.039, 20
-48, 60, 0
-48, 60, 0
-28.388, 56.078, 0
endData
#PATH-POINTS-START Path 11
-48, 60, 50.398
-48, 62, 45.078
-48, 64, 39.038
-48, 66, 31.875
-48, 68, 22.539
-48, 70, 0
-48, 70, 0
-48, 90, 0
endData
#PATH-POINTS-START Path 12
-48, 59, 123.012
-48, 57, 120.93
-48, 55, 118.811
-48, 53, 116.653
-48, 51, 114.455
-48, 49, 112.214
-48, 47, 109.927
-48, 45, 107.592
-48, 43, 105.205
-48, 41, 102.762
-48, 39, 100.26
-48, 37, 97.693
-48, 35, 95.058
-48, 33, 92.347
-48, 31, 89.554
-48, 29, 86.672
-48, 27, 83.69
-48, 25, 80.598
-48, 23, 77.382
-48, 21, 74.027
-48, 19, 70.512
-48, 17, 66.813
-48, 15, 62.897
-48, 13, 58.72
-48, 11, 54.222
-48, 9, 49.315
-48, 7, 43.863
-48, 5, 37.63
-48, 3, 30.133
-48, 1, 20
-48, 0, 0
-48, 0, 0
-48, -20, 0
endData
#PATH-POINTS-START Path 12.5
-48, 0, 67.35
-48, -2, 64.498
-48, -4, 61.514
-48, -6, 58.378
-48, -8, 55.064
-48, -10, 51.536
-48, -12, 47.749
-48, -14, 43.635
-48, -16, 39.09
-48, -18, 33.941
-48, -20, 27.857
-48, -22, 20
-48, -24, 0
-48, -24, 0
-48, -44, 0
endData
#PATH-POINTS-START Path 13
-48, -24, 78.077
-46, -24, 74.753
-44, -24, 71.274
-42, -24, 67.617
-40, -24, 63.75
-38, -24, 59.632
-36, -24, 55.209
-34, -24, 50.398
-32, -24, 45.078
-30, -24, 39.038
-28, -24, 31.875
-26, -24, 22.539
-24, -24, 0
-24, -24, 0
-4, -24, 0
endData
#PATH-POINTS-START Path 14
-24, -24, 87.293
-22.4, -25.2, 84.333
-20.8, -26.4, 81.265
-19.2, -27.6, 78.077
-17.6, -28.8, 74.753
-16, -30, 71.274
-14.4, -31.2, 67.617
-12.8, -32.4, 63.75
-11.2, -33.6, 59.632
-9.6, -34.8, 55.209
-8, -36, 50.398
-6.4, -37.2, 45.078
-4.8, -38.4, 39.038
-3.2, -39.6, 31.875
-1.6, -40.8, 22.539
0, -42, 0
0, -42, 0
16, -54, 0
endData
#PATH-POINTS-START Path 15
0, -42, 66.813
0, -44, 62.897
0, -46, 58.72
0, -48, 54.222
0, -50, 49.315
0, -52, 43.863
0, -54, 37.63
0, -56, 30.133
0, -58, 20
0, -59.5, 0
0, -59.5, 0
0, -79.5, 0
endData
#PATH-POINTS-START Path 16
0, -59.5, 54.222
0, -57.5, 49.315
0, -55.5, 43.863
0, -53.5, 37.63
0, -51.5, 30.133
0, -49.5, 20
0, -48, 0
0, -48, 0
0, -28, 0
endData
#PATH-POINTS-START Path 17
0, -48, 93.561
-2, -48, 91.599
-4, -48, 89.595
-6, -48, 87.544
-8, -48, 85.445
-10, -48, 83.292
-12, -48, 81.083
-14, -48, 78.811
-16, -48, 76.472
-18, -48, 74.059
-20, -48, 71.565
-22, -48, 68.981
-24, -48, 66.296
-26, -48, 63.498
-28, -48, 60.571
-30, -48, 57.494
-32, -48, 54.244
-34, -48, 50.786
-36, -48, 47.074
-38, -48, 43.044
-40, -48, 38.595
-42, -48, 33.562
-44, -48, 27.626
-46, -48, 20
-48, -48, 0
-48, -48, 0
-68, -48, 0
endData
#PATH-POINTS-START Path 17.5
-48, -48, 30
-50, -48, 30
-52, -48, 30
-54, -48, 30
-56, -48, 30
-58, -48, 30
-60, -48, 30
-62, -48, 30
-64, -48, 30
-66, -48, 30
-68, -48, 30
-70, -48, 30
-72, -48, 30
-74, -48, 30
-76, -48, 28.199
-78, -48, 20
-80, -48, 0
-80, -48, 0
-100, -48, 0
endData
#PATH-POINTS-START Path 17.75
-60, -48, 20
-59, -48, 0
-59, -48, 0
-39, -48, 0
endData
#PATH-POINTS-START Path 18
-59, -48, 66.813
-57.708, -49.527, 62.897
-56.416, -51.054, 58.72
-55.124, -52.58, 54.222
-53.832, -54.107, 49.315
-52.541, -55.634, 43.863
-51.249, -57.161, 37.63
-49.957, -58.687, 30.133
-48.665, -60.214, 20
-48, -61, 0
-48, -61, 0
-35.081, -76.268, 0
endData
#PATH-POINTS-START Path 19
-48, -61, 30
-49.993, -61.166, 30
-51.986, -61.332, 30
-53.979, -61.498, 30
-55.972, -61.664, 30
-57.965, -61.83, 22.772
-60, -62, 0
-60, -62, 0
-79.931, -63.661, 0
endData
#PATH-POINTS-START Path 20
-58, -62, 84.98
-56.093, -61.396, 84.98
-54.187, -60.791, 84.948
-52.281, -60.186, 84.948
-50.375, -59.581, 84.906
-48.469, -58.974, 84.855
-46.563, -58.366, 84.855
-44.659, -57.756, 84.793
-42.755, -57.144, 84.718
-40.852, -56.528, 84.718
-38.95, -55.908, 84.629
-37.051, -55.283, 84.524
-35.153, -54.652, 84.404
-33.257, -54.014, 84.269
-31.365, -53.366, 84.119
-29.476, -52.708, 83.958
-27.593, -52.037, 83.958
-25.714, -51.349, 83.621
-23.843, -50.644, 83.458
-21.979, -49.918, 83.308
-20.125, -49.17, 83.181
-18.28, -48.397, 83.085
-16.447, -47.597, 83.026
-14.626, -46.77, 83.008
-12.818, -45.916, 83.033
-11.023, -45.033, 83.202
-9.242, -44.123, 83.334
-7.474, -43.188, 83.487
-5.718, -42.232, 83.653
-3.972, -41.255, 83.824
-2.236, -40.262, 83.992
-0.509, -39.254, 84.153
1.211, -38.233, 82.612
2.925, -37.202, 79.478
4.634, -36.163, 76.216
6.338, -35.116, 72.807
8.038, -34.064, 69.23
9.736, -33.006, 65.459
11.431, -31.945, 61.456
13.125, -30.881, 57.174
14.817, -29.815, 52.544
16.508, -28.747, 47.464
18.198, -27.677, 41.771
19.887, -26.607, 35.169
21.577, -25.536, 26.997
24, -24, 0
24, -24, 0
40.891, -13.29, 0
endData
#PATH-POINTS-START Path 21
24, -24, 92.85
25.414, -22.586, 90.072
26.828, -21.172, 87.207
28.243, -19.757, 84.244
29.657, -18.343, 81.173
31.071, -16.929, 77.981
32.485, -15.515, 74.653
33.899, -14.101, 71.169
35.314, -12.686, 67.506
36.728, -11.272, 63.632
38.142, -9.858, 59.507
39.556, -8.444, 55.073
40.971, -7.029, 50.25
42.385, -5.615, 44.912
43.799, -4.201, 38.846
45.213, -2.787, 31.639
46.627, -1.373, 22.205
48, 0, 0
48, 0, 0
62.142, 14.142, 0
endData
#PATH-POINTS-START Path 22
48, 0, 100
47.106, -1.789, 100
46.211, -3.578, 100
45.317, -5.367, 100
44.422, -7.155, 100
43.528, -8.944, 100
42.633, -10.733, 100
41.739, -12.522, 100
40.845, -14.311, 97.811
39.95, -16.1, 95.179
39.056, -17.889, 92.472
38.161, -19.677, 89.683
37.267, -21.466, 86.805
36.372, -23.255, 83.828
35.478, -25.044, 80.741
34.584, -26.833, 77.531
33.689, -28.622, 74.183
32.795, -30.411, 70.676
31.9, -32.199, 66.986
31.006, -33.988, 63.08
30.111, -35.777, 58.916
29.217, -37.566, 54.434
28.323, -39.355, 49.549
27.428, -41.144, 44.126
26.534, -42.933, 37.935
25.639, -44.721, 30.513
24.745, -46.51, 20.569
24, -48, 0
24, -48, 0
15.056, -65.889, 0
endData
#PATH-POINTS-START Path 22.5
24, -48, 78.077
24, -46, 74.753
24, -44, 71.274
24, -42, 67.617
24, -40, 63.75
24, -38, 59.632
24, -36, 55.209
24, -34, 50.398
24, -32, 45.078
24, -30, 39.038
24, -28, 31.875
24, -26, 22.539
24, -24, 0
24, -24, 0
24, -4, 0
endData
#PATH-POINTS-START Path 23
24, -24, 78.145
22.586, -22.586, 74.824
21.172, -21.172, 71.348
19.757, -19.757, 67.695
18.343, -18.343, 63.832
16.929, -16.929, 59.721
15.515, -15.515, 55.304
14.101, -14.101, 50.503
12.686, -12.686, 45.195
11.272, -11.272, 39.174
9.858, -9.858, 32.04
8.444, -8.444, 22.772
7, -7, 0
7, -7, 0
-7.142, 7.142, 0
endData
#PATH-POINTS-START Path 23.5
7, -7, 50.145
5.586, -5.586, 44.794
4.172, -4.172, 38.71
2.757, -2.757, 31.472
1.343, -1.343, 21.965
0, 0, 0
0, 0, 0
-14.142, 14.142, 0
endData
#PATH-POINTS-START Path 24
0, 0, 74.027
1.414, 1.414, 70.512
2.828, 2.828, 66.813
4.243, 4.243, 62.897
5.657, 5.657, 58.72
7.071, 7.071, 54.222
8.485, 8.485, 49.315
9.899, 9.899, 43.863
11.314, 11.314, 37.63
12.728, 12.728, 30.133
14.142, 14.142, 20
15, 15, 0
15, 15, 0
29.142, 29.142, 0
endData
#PATH-POINTS-START Path 24.5
15, 15, 58.72
16.414, 16.414, 54.222
17.828, 17.828, 49.315
19.243, 19.243, 43.863
20.657, 20.657, 37.63
22.071, 22.071, 30.133
23.485, 23.485, 20
24, 24, 0
24, 24, 0
38.142, 38.142, 0
endData
#PATH-POINTS-START Path 25
24, 24, 78.077
24, 26, 74.753
24, 28, 71.274
24, 30, 67.617
24, 32, 63.75
24, 34, 59.632
24, 36, 55.209
24, 38, 50.398
24, 40, 45.078
24, 42, 39.038
24, 44, 31.875
24, 46, 22.539
24, 48, 0
24, 48, 0
24, 68, 0
endData
#PATH-POINTS-START Path 26
24, 48, 83.69
25.789, 48.894, 80.598
27.578, 49.789, 77.382
29.367, 50.683, 74.027
31.155, 51.578, 70.512
32.944, 52.472, 66.813
34.733, 53.367, 62.897
36.522, 54.261, 58.72
38.311, 55.155, 54.222
40.1, 56.05, 49.315
41.889, 56.944, 43.863
43.677, 57.839, 37.63
45.466, 58.733, 30.133
47.255, 59.628, 20
48, 60, 0
48, 60, 0
65.889, 68.944, 0
endData
#PATH-POINTS-START Path 27
48, 60, 54.222
50, 60, 49.315
52, 60, 43.863
54, 60, 37.63
56, 60, 30.133
58, 60, 20
59, 60, 0
59, 60, 0
79, 60, 0
endData
#PATH-POINTS-START Path 28
59, 60, 49.315
57, 60, 43.863
55, 60, 37.63
53, 60, 30.133
51, 60, 20
50, 60, 0
50, 60, 0
30, 60, 0
endData
#PATH-POINTS-START Path 29
50, 60, 106.205
48.829, 58.379, 103.786
47.658, 56.757, 101.309
46.487, 55.136, 98.77
45.316, 53.515, 96.164
44.145, 51.893, 93.485
42.974, 50.272, 90.727
41.803, 48.65, 87.883
40.632, 47.029, 84.944
39.461, 45.408, 81.899
38.29, 43.786, 78.736
37.119, 42.165, 75.442
35.948, 40.544, 71.996
34.777, 38.922, 68.377
33.606, 37.301, 64.556
32.435, 35.68, 60.493
31.264, 34.058, 56.138
30.093, 32.437, 51.414
28.922, 30.816, 46.211
27.751, 29.194, 40.341
26.58, 27.573, 33.458
25.409, 25.951, 24.727
24, 24, 0
24, 24, 0
12.29, 7.786, 0
endData
#PATH-POINTS-START Path 30
24, 24, 120.437
25.647, 22.866, 120.437
27.291, 21.727, 120.688
28.867, 20.495, 120.688
30.435, 19.254, 120.98
31.936, 17.933, 120.98
33.425, 16.598, 121.299
34.851, 15.195, 121.299
36.26, 13.777, 121.634
37.609, 12.301, 121.634
38.94, 10.808, 121.973
40.213, 9.266, 121.973
41.467, 7.708, 122.307
42.665, 6.107, 122.307
43.844, 4.492, 122.631
44.971, 2.839, 122.631
46.079, 1.174, 122.94
47.135, -0.524, 122.94
48.175, -2.232, 123.231
49.163, -3.971, 123.231
50.14, -5.716, 123.502
51.064, -7.49, 123.502
51.981, -9.267, 123.752
52.842, -11.072, 123.752
53.703, -12.877, 123.983
54.506, -14.709, 123.983
55.308, -16.541, 123.983
56.06, -18.394, 124.194
56.807, -20.249, 124.194
57.512, -22.121, 124.386
58.206, -23.996, 124.386
58.867, -25.884, 124.561
59.511, -27.777, 124.561
60.131, -29.679, 124.719
60.727, -31.588, 124.719
61.308, -33.501, 124.863
61.859, -35.424, 124.863
62.404, -37.348, 124.993
62.912, -39.283, 124.993
63.421, -41.217, 124.993
63.89, -43.161, 125.111
64.358, -45.106, 125.111
64.796, -47.057, 125.217
65.226, -49.01, 125.217
65.633, -50.968, 125.312
66.027, -52.929, 125.312
66.406, -54.893, 125.398
66.766, -56.86, 125.398
67.117, -58.829, 125.394
67.444, -60.802, 123.352
67.768, -62.776, 121.275
68.064, -64.754, 119.162
68.361, -66.731, 117.012
68.629, -68.713, 114.82
68.896, -70.695, 112.586
69.14, -72.681, 110.307
69.379, -74.666, 107.98
69.599, -76.654, 105.602
69.812, -78.643, 103.168
70.009, -80.633, 100.676
70.197, -82.624, 98.121
70.37, -84.617, 95.497
70.534, -86.61, 92.799
70.684, -88.604, 90.021
70.825, -90.599, 87.154
70.952, -92.595, 84.189
71.071, -94.592, 81.116
71.176, -96.589, 77.921
71.274, -98.586, 74.591
71.356, -100.585, 71.104
71.434, -102.583, 67.437
71.494, -104.582, 63.559
71.55, -106.581, 59.429
71.589, -108.581, 54.989
71.622, -110.581, 50.157
71.644, -112.581, 44.808
71.653, -114.581, 38.727
71.656, -116.581, 31.492
71.643, -118.581, 21.995
71.626, -120.485, 0
71.626, -120.485, 0
71.439, -140.484, 0
endData
